Sentence,File_Name,Parse_Tree,Processed_Tree,Chunks,Highlight
"Owing to lower overall numbers of bacteria in infants, the Bifidobacterium genus represented a major fraction of the dominant bacterial species found in the infant fecal microbiota, far above Firmicutes and Bacteroidetes.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (S (VP (VBG Owing) (VP (TO to) (NP (NP (JJR lower) (JJ overall) (NNS numbers)) (PP (IN of) (NP (NNS bacteria))) (PP (IN in) (NP (NNS infants))))))) (, ,) (NP (DT the) (NNP Bifidobacterium) (NN genus)) (VP (VBD represented) (NP (NP (DT a) (JJ major) (NN fraction)) (PP (IN of) (NP (NP (DT the) (JJ dominant) (JJ bacterial) (NNS species)) (VP (VBN found) (PP (IN in) (NP (NP (DT the) (NN infant) (NN fecal) (NN microbiota)) (, ,) (PP (ADVP (RB far)) (IN above) (NP (NNS Firmicutes) (CC and) (NNPS Bacteroidetes)))))))))) (. .)))","(S (VP (VBG Owing) (VP (TO to) (NP (NP (JJR lower) (JJ overall) (NNS numbers)) (PP (IN of) (NP (NNS bacteria))) (PP (IN in) (NP (NNS infants))))))) (, ,) (NP (DT the) (NNP Bifidobacterium) (NN genus)) (VP (VBD represented) (NP (NP (DT a) (JJ major) (NN fraction)) (PP (IN of) (NP (NP (DT the) (JJ dominant) (JJ bacterial) (NNS species)) (VP (VBN found) (PP (IN in) (NP (NP (DT the) (NN infant) (NN fecal) (NN microbiota)) (, ,) (PP (ADVP (RB far)) (IN above) (NP (NNS Firmicutes) (CC and) (NNPS Bacteroidetes)))))))))) (. .)))","Owing to lower overall numbers of bacteria in infants,the Bifidobacterium genus represented a major fraction of the dominant bacterial species found in the infant fecal microbiota,far above Firmicutes and Bacteroidetes.",0
"Infants were also found to harbor an E. coli population at a level characteristic of a dominant group, 109 CFU/g, contrary to the level observed in adults.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NNS Infants)) (VP (VBD were) (ADVP (RB also)) (VP (VBN found) (S (VP (TO to) (VP (VB harbor) (NP (DT an) (NML (NN E.) (NN coli)) (NN population)) (PP (IN at) (NP (NP (NP (DT a) (NN level) (NN characteristic)) (PP (IN of) (NP (DT a) (JJ dominant) (NN group)))) (, ,) (NP (NP (CD 109) (NNP CFU/g)) (, ,) (ADJP (JJ contrary) (PP (IN to) (NP (NP (DT the) (NN level)) (VP (VBN observed) (PP (IN in) (NP (NNS adults))))))))))))))) (. .)))",(S (NP (NNS Infants)) (VP (VBD were) (ADVP (RB also)) (VP (VBN found),Infants were also found,1
"When normalized against all bacterial group counts, the qPCR data can be represented as a percentage of total bacterial counts.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (SBAR (WHADVP (WRB When)) (S (VP (VBN normalized) (PP (IN against) (NP (DT all) (JJ bacterial) (NN group) (NNS counts)))))) (, ,) (NP (DT the) (NN qPCR) (NNS data)) (VP (MD can) (VP (VB be) (VP (VBN represented) (PP (IN as) (NP (NP (DT a) (NN percentage)) (PP (IN of) (NP (JJ total) (JJ bacterial) (NNS counts)))))))) (. .)))",(S (SBAR (WHADVP (WRB When)),When,0
"Statistical analysis of the data show that C. leptum, and C. coccoides levels are significantly lower in infants than in adults , while Bacteroides levels are equivalent in each age group.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NP (JJ Statistical) (NN analysis)) (PP (IN of) (NP (DT the) (NNS data)))) (VP (VBP show) (SBAR (IN that) (S (NP (NML (FW C.) (NN leptum) (, ,) (CC and) (CD C.)) (NN coccoides) (NNS levels)) (VP (VBP are) (ADJP (ADJP (RB significantly) (JJR lower)) (PP (IN in) (NP (NNS infants))) (PP (IN than) (PP (IN in) (NP (NNS adults))))) (, ,) (SBAR (IN while) (S (NP (NNS Bacteroides) (NNS levels)) (VP (VBP are) (ADJP (JJ equivalent)) (PP (IN in) (NP (DT each) (NN age) (NN group)))))))))) (. .)))",(S (NP (NP (JJ Statistical) (NN analysis)) (PP (IN of) (NP (DT the) (NNS data)))) (VP (VBP show) (SBAR (IN that),Statistical analysis of the data show that,1
"Alternatively, Bifidobacterium levels are greater in infants than in adults and seniors .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (ADVP (RB Alternatively)) (, ,) (NP (NNP Bifidobacterium) (NNS levels)) (VP (VBP are) (ADJP (ADJP (JJR greater)) (PP (IN in) (NP (NNS infants))) (PP (IN than) (PP (IN in) (NP (NNS adults) (CC and) (NNS seniors)))))) (. .)))","(S (ADVP (RB Alternatively)) (, ,) (NP (NNP Bifidobacterium) (NNS levels)) (VP (VBP are) (ADJP (ADJP (JJR greater)) (PP (IN in) (NP (NNS infants))) (PP (IN than) (PP (IN in) (NP (NNS adults) (CC and) (NNS seniors)))))) (. .)))","Alternatively,Bifidobacterium levels are greater in infants than in adults and seniors.",1
Lactobacillus counts are greater in infants than in seniors with an equivalent value in adults .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NN Lactobacillus) (NNS counts)) (VP (VBP are) (ADJP (ADJP (JJR greater)) (PP (IN in) (NP (NNS infants))) (PP (IN than) (PP (IN in) (NP (NP (NNS seniors)) (PP (IN with) (NP (DT an) (JJ equivalent) (NN value))) (PP (IN in) (NP (NNS adults)))))))) (. .))),(S (NP (NN Lactobacillus) (NNS counts)) (VP (VBP are) (ADJP (ADJP (JJR greater)) (PP (IN in) (NP (NNS infants))) (PP (IN than) (PP (IN in) (NP (NP (NNS seniors)) (PP (IN with) (NP (DT an) (JJ equivalent) (NN value))) (PP (IN in) (NP (NNS adults)))))))) (. .))),Lactobacillus counts are greater in infants than in seniors with an equivalent value in adults.,1
"Interestingly, E. coli levels exhibit a progression between the three age groups since the highest counts are found in infants , then decrease in adults , ultimately stabilizing at an intermediate level in seniors .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (ADVP (RB Interestingly)) (, ,) (NP (NML (NNP E.) (NN coli)) (NNS levels)) (VP (VBP exhibit) (NP (NP (DT a) (NN progression)) (PP (IN between) (NP (DT the) (CD three) (NN age) (NNS groups)))) (SBAR (IN since) (S (NP (DT the) (JJS highest) (NNS counts)) (VP (VBP are) (VP (VP (VBN found) (PP (IN in) (NP (NNS infants)))) (, ,) (RB then) (VP (VB decrease) (PP (IN in) (NP (NNS adults)))) (, ,) (S (ADVP (RB ultimately)) (VP (VBG stabilizing) (PP (IN at) (NP (NP (DT an) (JJ intermediate) (NN level)) (PP (IN in) (NP (NNS seniors)))))))))))) (. .)))","(S (ADVP (RB Interestingly)) (, ,) (NP (NML (NNP E.) (NN coli)) (NNS levels)) (VP (VBP exhibit) (NP (NP (DT a) (NN progression)) (PP (IN between) (NP (DT the) (CD three) (NN age) (NNS groups)))) (SBAR (IN since) ","Interestingly, E.coli levels exhibit a progression between the three age groups since",1
"Finally, analysis of each bacterial population revealed no significant differences for the elderly when compared with those for adults with the exception of C. leptum, C. coccoides and E. coli, which as in infants, showed counts characteristic of a dominant group.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (ADVP (RB Finally)) (, ,) (NP (NP (NN analysis)) (PP (IN of) (NP (DT each) (JJ bacterial) (NN population)))) (VP (VBD revealed) (NP (NP (DT no) (JJ significant) (NNS differences)) (PP (IN for) (NP (DT the) (NN elderly)))) (SBAR (WHADVP (WRB when)) (S (PP (VBN compared) (PP (IN with) (NP (NP (DT those)) (PP (IN for) (NP (NP (NNS adults)) (PP (IN with) (NP (NP (DT the) (NN exception)) (PP (IN of) (NP (NP (NN C.) (NML (NML (NN leptum)) (, ,) (NML (FW C.) (NNS coccoides)) (CC and) (NML (NNP E.) (NN coli)))) (, ,) (SBAR (WHNP (WDT which)) (S (PP (IN as) (PP (IN in) (NP (NNS infants)))) (, ,) (VP (VBD showed) (NP (NP (NNS counts)) (ADJP (JJ characteristic) (PP (IN of) (NP (DT a) (JJ dominant) (NN group)))))))))))))))))))) (. .)))","(S (ADVP (RB Finally)) (, ,) (NP (NP (NN analysis)) (PP (IN of) (NP (DT each) (JJ bacterial) (NN population)))) (VP (VBD revealed) (NP (NP (DT no) (JJ significant) (NNS differences)) (PP (IN for) (NP (DT the) (NN elderly)))) (SBAR (WHADVP (WRB when)) ","Finally,analysis of each bacterial population revealed no significant differences for the elderly when",1
"For the Firmicutes/Bacteroidetes ratio, we observed significant differences between infants and adults and between adults and elderly .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN For) (NP (DT the) (NML (NNPS Firmicutes) (, /) (NNP Bacteroidetes)) (NN ratio))) (, ,) (NP (PRP we)) (VP (VBD observed) (NP (NP (JJ significant) (NNS differences)) (PP (PP (IN between) (NP (NNS infants) (CC and) (NNS adults))) (CC and) (PP (IN between) (NP (NP (NNS adults)) (CC and) (NP (JJ elderly))))))) (. .)))","(S (PP (IN For) (NP (DT the) (NML (NNPS Firmicutes) (, /) (NNP Bacteroidetes)) (NN ratio))) (, ,) (NP (PRP we)) (VP (VBD observed) (NP (NP (JJ significant) (NNS differences)) (PP (PP (IN between) (NP (NNS infants) (CC and) (NNS adults))) (CC and) (PP (IN between) (NP (NP (NNS adults)) (CC and) (NP (JJ elderly))))))) (. .)))","For the  Firmicutes,/Bacteroidetes ratio,we observed significant differences between infants and adults and between adults and elderly.",1
"Notably, no significant differences were found between infants and elderly.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (ADVP (RB Notably)) (, ,) (NP (DT no) (JJ significant) (NNS differences)) (VP (VBD were) (VP (VBN found) (PP (IN between) (NP (NP (NNS infants)) (CC and) (NP (JJ elderly)))))) (. .)))","(S (ADVP (RB Notably)) (, ,) (NP (DT no) (JJ significant) (NNS differences)) (VP (VBD were) (VP (VBN found) (PP (IN between) (NP (NP (NNS infants)) (CC and) (NP (JJ elderly)))))) (. .)))","Notably,no significant differences were found between infants and elderly.",1
The microbiota of the large intestine plays an important role in host metabolism and maintenance of host health .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (DT The) (NN microbiota)) (PP (IN of) (NP (DT the) (JJ large) (NN intestine)))) (VP (VBZ plays) (NP (NP (DT an) (JJ important) (NN role)) (PP (IN in) (NP (NP (NN host) (NN metabolism) (CC and) (NN maintenance)) (PP (IN of) (NP (NN host) (NN health))))))) (. .))),(S (NP (NP (DT The) (NN microbiota)) (PP (IN of) (NP (DT the) (JJ large) (NN intestine)))) (VP (VBZ plays) (NP (NP (DT an) (JJ important) (NN role)) (PP (IN in) (NP (NP (NN host) (NN metabolism) (CC and) (NN maintenance)) (PP (IN of) (NP (NN host) (NN health))))))) (. .))),The microbiota of the large intestine plays an important role in host metabolism and maintenance of host health.,1
The accurate description of this bacterial community is an important question that has long remained a challenge owning to the limitations of culturing and isolation techniques.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (DT The) (JJ accurate) (NN description)) (PP (IN of) (NP (DT this) (JJ bacterial) (NN community)))) (VP (VBZ is) (NP (NP (DT an) (JJ important) (NN question)) (SBAR (WHNP (WDT that)) (S (VP (VBZ has) (ADVP (RB long)) (VP (VBN remained) (NP (NP (DT a) (NN challenge)) (VP (VBG owning) (PP (IN to) (NP (NP (DT the) (NNS limitations)) (PP (IN of) (NP (NML (NN culturing) (CC and) (NN isolation)) (NNS techniques))))))))))))) (. .))),(S (NP (NP (DT The) (JJ accurate) (NN description)) (PP (IN of) (NP (DT this) (JJ bacterial) (NN community)))) (VP (VBZ is) (NP (NP (DT an) (JJ important) (NN question)) (SBAR (WHNP (WDT that)),The accurate description of this bacterial community is an important question that,0
"We have thus employed current molecular methods, i.e. quantitative PCR, to tackle this problem.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (PRP We)) (VP (VBP have) (ADVP (RB thus)) (VP (VBN employed) (NP (NP (JJ current) (JJ molecular) (NNS methods)) (, ,) (FW i.e.) (NP (JJ quantitative) (NN PCR)) (, ,)) (S (VP (TO to) (VP (VB tackle) (NP (DT this) (NN problem))))))) (. .)))","(S (NP (PRP We)) (VP (VBP have) (ADVP (RB thus)) (VP (VBN employed) (NP (NP (JJ current) (JJ molecular) (NNS methods)) (, ,) (FW i.e.) (NP (JJ quantitative) (NN PCR)) (, ,)) ","We have thus employed current molecular methods,i.e.quantitative PCR,",0
Our work has allowed for a detailed description of the complex composition of the human intestinal microbiota which can serve as a basis to monitor gut microbiota changes in connection with diet or health.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (PRP$ Our) (NN work)) (VP (VBZ has) (VP (VBN allowed) (PP (IN for) (NP (NP (DT a) (JJ detailed) (NN description)) (PP (IN of) (NP (NP (NP (DT the) (JJ complex) (NN composition)) (PP (IN of) (NP (DT the) (JJ human) (JJ intestinal) (NN microbiota)))) (SBAR (WHNP (WDT which)) (S (VP (MD can) (VP (VB serve) (PP (IN as) (NP (NP (DT a) (NN basis)) (SBAR (S (VP (TO to) (VP (VB monitor) (NP (NN gut) (NN microbiota) (NNS changes)) (PP (IN in) (NP (NP (NN connection)) (PP (IN with) (NP (NN diet) (CC or) (NN health))))))))))))))))))))) (. .))),(S (NP (PRP$ Our) (NN work)) (VP (VBZ has) (VP (VBN allowed) (PP (IN for) (NP (NP (DT a) (JJ detailed) (NN description)) (PP (IN of) (NP (NP (NP (DT the) (JJ complex) (NN composition)) (PP (IN of) (NP (DT the) (JJ human) (JJ intestinal) (NN microbiota)))) (SBAR (WHNP (WDT which)),Our work has allowed for a detailed description of the complex composition of the human intestinal microbiota which,0
"Our results defining a standard adult profile, together with previous reports, showed that C. leptum, C. coccoides, Bacteroides and Bifidobacterium represent the four dominant groups of the adult fecal microbiota .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (NP (PRP$ Our) (NNS results)) (VP (VBG defining) (NP (DT a) (JJ standard) (NN adult) (NN profile)))) (, ,) (ADVP (RB together) (PP (IN with) (NP (JJ previous) (NNS reports)))) (, ,) (VP (VBD showed) (SBAR (IN that) (S (NP (NP (FW C.) (NN leptum)) (, ,) (NP (FW C.) (NNS coccoides)) (, ,) (NP (NNP Bacteroides)) (CC and) (NP (NNP Bifidobacterium))) (VP (VBP represent) (NP (NP (DT the) (CD four) (JJ dominant) (NNS groups)) (PP (IN of) (NP (DT the) (JJ adult) (JJ fecal) (NN microbiota)))))))) (. .)))","(S (NP (NP (PRP$ Our) (NNS results)) (VP (VBG defining) (NP (DT a) (JJ standard) (NN adult) (NN profile)))) (, ,) (ADVP (RB together) (PP (IN with) (NP (JJ previous) (NNS reports)))) (, ,) (VP (VBD showed) (SBAR (IN that) ","Our results defining a standard adult profile,together with previous reports,showed that",1
"Subdominant groups are Lactobacilli Enterobacteriaceae, Desulfovibrio, Sporomusa, Atopobium as well as other bacterial groups including Clostridium clusters XI, XIVb, and XVIII .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (NP (JJ Subdominant) (NNS groups)) (VP (VBP are) (NP (NP (NP (NNP Lactobacilli) (NNP Enterobacteriaceae)) (, ,) (NP (NNP Desulfovibrio)) (, ,) (NP (NNP Sporomusa)) (, ,) (NP (NNP Atopobium))) (CONJP (RB as) (RB well) (IN as)) (NP (NP (JJ other) (JJ bacterial) (NNS groups)) (PP (VBG including) (NP (NN Clostridium) (NNS clusters) (NNP XI) (, ,) (NNP XIVb) (, ,) (CC and) (CD XVIII)))))) (. .)))","(S (NP (JJ Subdominant) (NNS groups)) (VP (VBP are) (NP (NP (NP (NNP Lactobacilli) (NNP Enterobacteriaceae)) (, ,) (NP (NNP Desulfovibrio)) (, ,) (NP (NNP Sporomusa)) (, ,) (NP (NNP Atopobium))) (CONJP (RB as) (RB well) (IN as)) (NP (NP (JJ other) (JJ bacterial) (NNS groups)) (PP (VBG including) (NP (NN Clostridium) (NNS clusters) (NNP XI) (, ,) (NNP XIVb) (, ,) (CC and) (CD XVIII)))))) (. .)))","ubdominant groups are Lactobacilli Enterobacteriaceae,Desulfovibrio,poromusa,Atopobium as well as other bacterial groups including Clostridium clusters I,IVb,and VIII.",1
Total bacterial counts overall were found to be significantly lower in infants than in adults and seniors.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (JJ Total) (JJ bacterial) (NNS counts)) (ADVP (RB overall)) (VP (VBD were) (VP (VBN found) (S (VP (TO to) (VP (VB be) (ADJP (ADJP (RB significantly) (JJR lower)) (PP (IN in) (NP (NNS infants))) (PP (IN than) (PP (IN in) (NP (NNS adults) (CC and) (NNS seniors)))))))))) (. .))),(S (NP (JJ Total) (JJ bacterial) (NNS counts)) (ADVP (RB overall)) (VP (VBD were) (VP (VBN found),Total bacterial counts overall were found,1
"In infant fecal microbiota, we observed Bifidobacterium as the dominant group.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (PP (IN In) (NP (NN infant) (JJ fecal) (NN microbiota))) (, ,) (NP (PRP we)) (VP (VBD observed) (NP (NNP Bifidobacterium)) (PP (IN as) (NP (DT the) (JJ dominant) (NN group)))) (. .)))","(S (PP (IN In) (NP (NN infant) (JJ fecal) (NN microbiota))) (, ,) (NP (PRP we)) (VP (VBD observed) (NP (NNP Bifidobacterium)) (PP (IN as) (NP (DT the) (JJ dominant) (NN group)))) (. .)))","In infant fecal microbiota,we observed Bifidobacterium as the dominant group.",1
This population dominance has been documented as a conserved feature during early gastrointestinal tract colonization .,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (DT This) (NN population) (NN dominance)) (VP (VBZ has) (VP (VBN been) (VP (VBN documented) (PP (IN as) (NP (DT a) (VBN conserved) (NN feature))) (PP (IN during) (NP (JJ early) (NML (JJ gastrointestinal) (NN tract)) (NN colonization)))))) (. .))),(S (NP (DT This) (NN population) (NN dominance)) (VP (VBZ has) (VP (VBN been) (VP (VBN documented) (PP (IN as) (NP (DT a) (VBN conserved) (NN feature))) (PP (IN during) (NP (JJ early) (NML (JJ gastrointestinal) (NN tract)) (NN colonization)))))) (. .))),This population dominance has been documented as a conserved feature during early  gastrointestinal tract colonization.,0
"Moreover, this observation is strongly related to diet, being enhanced by breast feeding .",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (ADVP (RB Moreover)) (, ,) (NP (DT this) (NN observation)) (VP (VBZ is) (ADJP (ADJP (RB strongly) (JJ related) (PP (IN to) (NP (NN diet)))) (, ,) (VP (VBG being) (VP (VBN enhanced) (PP (IN by) (NP (NN breast) (NN feeding))))))) (. .)))","(S (ADVP (RB Moreover)) (, ,) (NP (DT this) (NN observation)) (VP (VBZ is) (ADJP (ADJP (RB strongly) (JJ related) (PP (IN to) (NP (NN diet)))) (, ,) (VP (VBG being) (VP (VBN enhanced) (PP (IN by) (NP (NN breast) (NN feeding))))))) (. .)))","Moreover,this observation is strongly related to diet,being enhanced by breast feeding.",1
"In order to account for this observed effect, our infant panel consistent of 21 individuals aged 1 to 10 months, 14 of which were breast-fed, and 7 which were formula-fed.",cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,"(ROOT (S (SBAR (IN In) (NN order) (S (VP (TO to) (VP (VB account) (PP (IN for) (NP (DT this) (VBN observed) (NN effect))))))) (, ,) (NP (PRP$ our) (NN infant) (NN panel)) (ADJP (JJ consistent) (PP (IN of) (NP (NP (NP (NP (CD 21) (NNS individuals)) (VP (JJ aged) (NP (QP (CD 1) (IN to) (CD 10)) (NNS months)))) (, ,) (SBAR (WHNP (NP (CD 14)) (WHPP (IN of) (WHNP (WDT which)))) (S (VP (VBD were) (ADJP (NN breast) (HYPH -) (VBN fed)))))) (, ,) (CC and) (NP (NP (CD 7)) (SBAR (WHNP (WDT which)) (S (VP (VBD were) (ADJP (NN formula) (HYPH -) (VBN fed))))))))) (. .)))",(S (SBAR (IN In) (NN order),In order,0
The older infants in our study received a more diverse diet.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (DT The) (JJR older) (NNS infants)) (PP (IN in) (NP (PRP$ our) (NN study)))) (VP (VBD received) (NP (DT a) (ADJP (RBR more) (JJ diverse)) (NN diet))) (. .))),(S (NP (NP (DT The) (JJR older) (NNS infants)) (PP (IN in) (NP (PRP$ our) (NN study)))) (VP (VBD received) (NP (DT a) (ADJP (RBR more) (JJ diverse)) (NN diet))) (. .))),The older infants in our study received a more diverse diet.,0
Significant higher numbers of Bifidobacterium were observed in infants versus adults and seniors.,cleaned_Fulltext_The FirmicutesBacteroidetes ratio_1.txt,(ROOT (S (NP (NP (JJ Significant) (JJR higher) (NNS numbers)) (PP (IN of) (NP (NNP Bifidobacterium)))) (VP (VBD were) (VP (VBN observed) (PP (IN in) (NP (NP (NNS infants)) (PP (IN versus) (NP (NNS adults) (CC and) (NNS seniors))))))) (. .))),(S (NP (NP (JJ Significant) (JJR higher) (NNS numbers)) (PP (IN of) (NP (NNP Bifidobacterium)))) (VP (VBD were) (VP (VBN observed) (PP (IN in) (NP (NP (NNS infants)) (PP (IN versus) (NP (NNS adults) (CC and) (NNS seniors))))))) (. .))),Significant higher numbers of Bifidobacterium were observed in infants versus adults and seniors.,1
